Items_bought,fruit_points,vegetable_points,milk_points,rice_points
"gigerinemelon,greensapota,muskatpomogranates,soursopcustardapple,guineagoldpapaya,poovanbanana,rasthalibanana,kashmirapple,redonion,springonion,tomatohybrid,redchilli,gaajar,capsicum,yellowbellpepper,cowmilk,sonamasuririce",45,40,6,3
"guineagoldpapaya,kamiyapapaya,rasthalibanana,nendranbanana,shimlaapple,galaapple,brownonion,cherrietomato,redchilli,gaajar,buffalomilk,basmatirice",28,24,7,3
"custardapple,poovanbanana,shimlaapple,tomatolocal,cherrietomato,redbellpepper,cowmilk,tonedmilk,basmatirice",17,22,15,3
"greensapota,rubypomogranates,custardapple,guineagoldpapaya,poovanbanana,nendranbanana,galaapple,greenchilli,carrot,redbellpepper,brocoli,buffalomilk,brownrice",32,17,7,7
"muskatpomogranates,custardapple,sweetsoursopcustardapple,hortusgoldpapaya,rasthalibanana,shimlaapple,galaapple,redonion,springonion,tomatohybrid,greenchilli,brocoli,buffalomilk",27,23,7,0
"redonion,springonion,cherrietomato,carrot,gaajar,redbellpepper,yellowbellpepper,brocoli",0,50,0,0
"gigerinemelon,blacksapota,dholkapomogranates,custardapple,sweetsoursopcustardapple,poovanbanana,nendranbanana,galaapple,brownonion,springonion,tomatohybrid,greenchilli,carrot,yellowbellpepper",30,38,0,0
"citronmelon,muskatpomogranates,guineagoldpapaya,kashmirapple,springonion,redchilli,carrot,buffalomilk,sonamasuririce",18,15,7,3
"brownonion,cherrietomato,redchilli,capsicum,redbellpepper,brocoli,buffalomilk,basmatirice",0,28,7,3
"watermelon,gigerinemelon,blacksapota,rubypomogranates,hortusgoldpapaya,poovanbanana,rasthalibanana,shimlaapple,brownonion,tomatolocal,greenchilli,carrot,capsicum,brocoli,buffalomilk,basmatirice",50,28,7,3
"blacksapota,rubypomogranates,soursopcustardapple,redchilli,buffalomilk,basmatirice",24,2,7,3
"watermelon,greensapota,rubypomogranates,custardapple,sweetsoursopcustardapple,rasthalibanana,brownonion,cherrietomato,redchilli,carrot,capsicum,brocoli,cowmilk,sonamasuririce",31,28,6,3
"citronmelon,blacksapota,muskatpomogranates,sweetsoursopcustardapple,poovanbanana,kashmirapple,redonion,springonion,cherrietomato,sonamasuririce",25,18,0,3
"sweetsoursopcustardapple,poovanbanana,nendranbanana,kashmirapple,tomatohybrid,greenchilli,carrot,capsicum,cowmilk,buffalomilk,basmatirice",15,19,13,3
"soursopcustardapple,guineagoldpapaya,poovanbanana,nendranbanana,kashmirapple,redonion,brownonion,springonion,tomatohybrid,cherrietomato,redchilli,carrot",28,40,0,0
"gigerinemelon,greensapota,soursopcustardapple,redonion,carrot,cowmilk,basmatirice",18,9,6,3
"redonion,springonion,tomatohybrid,redchilli,gaajar,capsicum,yellowbellpepper,tonedmilk,basmatirice,brownrice",0,40,9,10
"mammeysapota,greensapota,dholkapomogranates,muskatpomogranates,kamiyapapaya,poovanbanana,rasthalibanana,kashmirapple,galaapple,tomatohybrid,cherrietomato,redchilli,capsicum,redbellpepper,brocoli",29,30,0,0
"redonion,brownonion,tomatohybrid,greenchilli,carrot,yellowbellpepper,brocoli,basmatirice",0,37,0,3
"kesarmango,badmimango,gigerinemelon,greensapota,poovanbanana,rasthalibanana,galaapple,brocoli",42,3,0,0
"kesarmango,watermelon,citronmelon,gigerinemelon,dholkapomogranates,brownonion,tomatolocal,cherrietomato,carrot,yellowbellpepper,buffalomilk",25,37,7,0
"badmimango,mammeysapota,galaapple,tomatohybrid,redchilli,gaajar,yellowbellpepper,cowmilk,buffalomilk",13,27,13,0
"dasherimango,badmimango,gigerinemelon,dholkapomogranates,rubypomogranates,sweetsoursopcustardapple,kamiyapapaya,kashmirapple,brownonion,cherrietomato,redbellpepper,buffalomilk,basmatirice",41,20,7,3
"dasherimango,watermelon,rubypomogranates,custardapple,shimlaapple,kashmirapple,redonion,springonion,tomatolocal,cherrietomato,greenchilli,redchilli,carrot,capsicum,redbellpepper,yellowbellpepper,brocoli,buffalomilk,sonamasuririce",36,57,7,3
"dasherimango,kesarmango,watermelon,gigerinemelon,rubypomogranates,custardapple,shimlaapple,kashmirapple,redonion,springonion,tomatolocal,greenchilli,redchilli,carrot,capsicum,brocoli,buffalomilk,brownrice",52,34,7,7
"watermelon,mammeysapota,custardapple,guineagoldpapaya,poovanbanana,shimlaapple,brownonion,tomatolocal,cherrietomato,greenchilli,redchilli,carrot,gaajar,tonedmilk,sonamasuririce",32,40,9,3
"dasherimango,kesarmango,watermelon,gigerinemelon,rubypomogranates,custardapple,soursopcustardapple,rasthalibanana,shimlaapple,kashmirapple,redonion,springonion,tomatolocal,cherrietomato,greenchilli,redchilli,carrot,capsicum,redbellpepper,brocoli,buffalomilk",67,48,7,0
"dasherimango,kesarmango,badmimango,watermelon,mammeysapota,dholkapomogranates,sweetsoursopcustardapple,guineagoldpapaya,shimlaapple,brownonion,tomatolocal,greenchilli,redchilli,carrot,gaajar,capsicum,tonedmilk,sonamasuririce",49,35,9,3
"dasherimango,badmimango,citronmelon,greensapota,muskatpomogranates,sweetsoursopcustardapple,kamiyapapaya,kashmirapple",31,0,0,0
"cowmilk,buffalomilk",0,0,13,0
"kesarmango,watermelon,mammeysapota,rubypomogranates,kamiyapapaya,rasthalibanana,galaapple",36,0,0,0
"dasherimango,watermelon,citronmelon,blacksapota,dholkapomogranates,guineagoldpapaya,nendranbanana,shimlaapple,redonion,springonion,tomatohybrid,greenchilli,gaajar,yellowbellpepper,cowmilk,buffalomilk,basmatirice,brownrice",37,37,13,10
"kesarmango,watermelon,guineagoldpapaya,poovanbanana",27,0,0,0
"dasherimango,badmimango,mammeysapota,poovanbanana",20,0,0,0
"muskatpomogranates,soursopcustardapple,hortusgoldpapaya,kashmirapple,brownrice",17,0,0,7
"rubypomogranates,custardapple,poovanbanana,galaapple,brownonion,springonion,cherrietomato,redchilli,capsicum,redbellpepper",20,32,0,0
"dasherimango,badmimango,gigerinemelon,dholkapomogranates,rubypomogranates",30,0,0,0
"watermelon,blacksapota,custardapple,kamiyapapaya,rasthalibanana,kashmirapple,redonion,tomatolocal,greenchilli,redchilli,carrot,capsicum,brocoli,cowmilk,brownrice",31,27,6,7
"badmimango,custardapple,hortusgoldpapaya,galaapple,cherrietomato,carrot,brocoli,tonedmilk",17,17,9,0
"citronmelon,rubypomogranates,guineagoldpapaya,basmatirice",20,0,0,3
"watermelon,greensapota,poovanbanana,galaapple,cherrietomato,greenchilli,redchilli,carrot,yellowbellpepper,cowmilk",15,27,6,0
tonedmilk,0,0,9,0
buffalomilk,0,0,7,0
"dholkapomogranates,muskatpomogranates,hortusgoldpapaya,nendranbanana,galaapple,brownonion,tomatolocal,greenchilli,capsicum",7,19,0,0
"kesarmango,watermelon,mammeysapota,shimlaapple,brownonion,tomatolocal,cherrietomato,redchilli,redbellpepper",24,30,0,0
"kesarmango,citronmelon,dholkapomogranates",13,0,0,0
"kesarmango,mammeysapota,muskatpomogranates,guineagoldpapaya,rasthalibanana,springonion,cherrietomato,redchilli,redbellpepper",27,23,0,0
"kesarmango,citronmelon,greensapota,poovanbanana",20,0,0,0
"watermelon,guineagoldpapaya,poovanbanana,redonion,tomatolocal,greenchilli,redchilli,cowmilk,basmatirice",18,15,6,3
"badmimango,citronmelon,custardapple,springonion,cherrietomato,greenchilli,carrot,redbellpepper,brocoli,tonedmilk,brownrice",16,32,9,7
"blacksapota,dholkapomogranates,kamiyapapaya,shimlaapple,redonion,tomatolocal,greenchilli,redchilli,redbellpepper,yellowbellpepper,brocoli,cowmilk,sonamasuririce,basmatirice",18,33,6,6
"dasherimango,kesarmango,badmimango",22,0,0,0
"dasherimango,badmimango,blacksapota,muskatpomogranates,kamiyapapaya,shimlaapple,brownrice",31,0,0,7
"citronmelon,greensapota,muskatpomogranates,sweetsoursopcustardapple",10,0,0,0
"redonion,greenchilli,cowmilk,sonamasuririce",0,5,6,3
"blacksapota,custardapple,poovanbanana,kashmirapple,redonion,springonion,tomatolocal,cherrietomato,greenchilli,gaajar,yellowbellpepper",22,45,0,0
"dasherimango,badmimango,gigerinemelon,blacksapota,dholkapomogranates,soursopcustardapple,poovanbanana,brownonion,tomatolocal,redchilli,redbellpepper,basmatirice",41,22,0,3
"badmimango,citronmelon,brownonion,tomatolocal,carrot,capsicum,buffalomilk,sonamasuririce",12,23,7,3
"kesarmango,brownonion,greenchilli,carrot,redbellpepper,brocoli,tonedmilk",9,23,9,0
"kesarmango,watermelon,rubypomogranates,custardapple,brownonion,tomatolocal,redchilli,brocoli,cowmilk,sonamasuririce",27,19,6,3
"redonion,tomatolocal,cherrietomato,redchilli,gaajar",0,29,0,0
"dasherimango,citronmelon,blacksapota,muskatpomogranates,sweetsoursopcustardapple,rasthalibanana,kashmirapple,springonion,redbellpepper",31,13,0,0
"watermelon,mammeysapota,rubypomogranates,kamiyapapaya,galaapple,redonion,springonion,tomatohybrid,greenchilli,carrot,capsicum,tonedmilk,sonamasuririce",20,29,9,3
"muskatpomogranates,poovanbanana,kashmirapple,brownonion,tomatolocal,cherrietomato,carrot,capsicum,yellowbellpepper",12,40,0,0
"kesarmango,watermelon,gigerinemelon,greensapota,soursopcustardapple,kamiyapapaya,kashmirapple,brownonion,tomatolocal,cherrietomato,carrot,redbellpepper,brocoli",40,37,0,0
"dasherimango,badmimango,citronmelon,gigerinemelon,greensapota,dholkapomogranates,rubypomogranates,muskatpomogranates,custardapple,kamiyapapaya,poovanbanana,rasthalibanana,shimlaapple,redonion,brownonion,tomatolocal,greenchilli,redchilli,carrot,capsicum,brocoli,cowmilk,tonedmilk,basmatirice,brownrice",63,33,15,10
"kesarmango,mammeysapota,muskatpomogranates,kashmirapple,brownonion,tomatohybrid,greenchilli,gaajar,capsicum,cowmilk,tonedmilk,sonamasuririce",18,27,15,3
"badmimango,mammeysapota,dholkapomogranates,redonion,springonion,tomatohybrid,greenchilli,carrot,redbellpepper,brocoli",12,35,0,0
"brownonion,tomatolocal,tomatohybrid,greenchilli,carrot,gaajar,yellowbellpepper",0,47,0,0
"dasherimango,kesarmango,watermelon,blacksapota,dholkapomogranates,custardapple,sweetsoursopcustardapple,basmatirice",33,0,0,3
"dasherimango,watermelon,gigerinemelon,greensapota,dholkapomogranates,soursopcustardapple,sweetsoursopcustardapple,kamiyapapaya,poovanbanana,shimlaapple,kashmirapple,springonion,tomatolocal,tomatohybrid,redchilli,gaajar,capsicum,brocoli,cowmilk,buffalomilk,basmatirice,brownrice",52,39,13,10
"dasherimango,badmimango,watermelon,mammeysapota,redonion,tomatohybrid,cowmilk,basmatirice",20,11,6,3
"redonion,tomatolocal,greenchilli,carrot",0,19,0,0
sonamasuririce,0,0,0,3
"dasherimango,badmimango,citronmelon,gigerinemelon,rubypomogranates,capsicum",32,3,0,0
"kesarmango,watermelon,citronmelon,greensapota,muskatpomogranates,sweetsoursopcustardapple,kamiyapapaya,tomatolocal,greenchilli,redchilli,capsicum,brocoli",26,18,0,0
brownrice,0,0,0,7
"badmimango,muskatpomogranates,poovanbanana,tomatohybrid",15,8,0,0
"badmimango,watermelon,greensapota,shimlaapple,redonion,tomatolocal,greenchilli,redchilli,carrot,capsicum,brocoli,buffalomilk,tonedmilk,sonamasuririce,basmatirice",25,27,16,6
"kesarmango,watermelon,citronmelon,dholkapomogranates,muskatpomogranates",19,0,0,0
"kesarmango,watermelon,muskatpomogranates,custardapple,redonion,redchilli,carrot,capsicum,brocoli,cowmilk,sonamasuririce,basmatirice",19,17,6,6
"dasherimango,badmimango,watermelon,gigerinemelon,dholkapomogranates,rubypomogranates,custardapple,sweetsoursopcustardapple,poovanbanana,shimlaapple,tomatolocal,cherrietomato,greenchilli,gaajar,yellowbellpepper",55,35,0,0
"badmimango,watermelon,muskatpomogranates,kashmirapple,brownonion,greenchilli,carrot,capsicum,brocoli,cowmilk,sonamasuririce,basmatirice",21,20,6,6
"dasherimango,watermelon,nendranbanana,kashmirapple,brownonion,carrot,capsicum,yellowbellpepper,buffalomilk,sonamasuririce",16,24,7,3
"badmimango,watermelon,custardapple,shimlaapple,brownonion,greenchilli,carrot,capsicum,brocoli,buffalomilk,sonamasuririce",26,20,7,3
"dasherimango,watermelon,mammeysapota,kamiyapapaya,tomatolocal,carrot,yellowbellpepper,brocoli,buffalomilk,sonamasuririce",13,26,7,3
"kesarmango,badmimango,watermelon,gigerinemelon,blacksapota,rubypomogranates,basmatirice",46,0,0,3
"dasherimango,kesarmango,badmimango,brownonion,tomatolocal,cherrietomato,redchilli,capsicum,yellowbellpepper",22,36,0,0
"watermelon,muskatpomogranates,soursopcustardapple,brownonion,cherrietomato,brocoli,cowmilk,basmatirice",14,17,6,3
"badmimango,mammeysapota,dholkapomogranates,tomatolocal,tomatohybrid,carrot,cowmilk,basmatirice",12,22,6,3
"kesarmango,watermelon,springonion,carrot,brocoli,cowmilk,sonamasuririce",14,16,6,3
"watermelon,greensapota,custardapple,shimlaapple,brownonion,greenchilli,redchilli,carrot,capsicum,buffalomilk,sonamasuririce",20,19,7,3
"redonion,springonion,cherrietomato,carrot,capsicum,redbellpepper",0,33,0,0
"rubypomogranates,muskatpomogranates,shimlaapple,kashmirapple,redonion,carrot,yellowbellpepper,brocoli",24,21,0,0
"kesarmango,badmimango,citronmelon,guineagoldpapaya,kamiyapapaya,shimlaapple,brownonion,tomatohybrid,gaajar,yellowbellpepper,basmatirice",39,31,0,3
"kesarmango,watermelon,gigerinemelon,greensapota",24,0,0,0
"kesarmango,watermelon,mammeysapota,blacksapota,rubypomogranates,sweetsoursopcustardapple,nendranbanana",36,0,0,0
"dasherimango,watermelon,gigerinemelon,greensapota,muskatpomogranates,sweetsoursopcustardapple,hortusgoldpapaya,rasthalibanana,shimlaapple,brownonion,tomatolocal,cherrietomato,redchilli,carrot,redbellpepper,buffalomilk,basmatirice",40,36,7,3
"sweetsoursopcustardapple,nendranbanana,galaapple,tonedmilk",6,0,9,0
"watermelon,dholkapomogranates,sweetsoursopcustardapple,kamiyapapaya,redonion,carrot,brocoli,buffalomilk,sonamasuririce",11,12,7,3
kashmirapple,6,0,0,0
"kesarmango,watermelon,muskatpomogranates,custardapple,rasthalibanana,kashmirapple,redonion,tomatohybrid,greenchilli,redchilli,carrot,cowmilk,buffalomilk,sonamasuririce,basmatirice",32,21,13,6
"dasherimango,watermelon,blacksapota,rubypomogranates",25,0,0,0
"dasherimango,badmimango,citronmelon,greensapota,dholkapomogranates,custardapple,sweetsoursopcustardapple,kamiyapapaya,rasthalibanana,redonion,springonion,tomatolocal,cherrietomato,redchilli,redbellpepper",36,34,0,0
"dasherimango,dholkapomogranates,soursopcustardapple,hortusgoldpapaya,galaapple,cowmilk,tonedmilk,sonamasuririce,brownrice",17,0,15,10
"dasherimango,citronmelon,rubypomogranates,guineagoldpapaya,shimlaapple,redonion,cherrietomato,capsicum,tonedmilk,sonamasuririce",32,14,9,3
"watermelon,gigerinemelon,greensapota,rubypomogranates,kashmirapple,greenchilli,redchilli,carrot,capsicum,redbellpepper,tonedmilk,basmatirice",30,19,9,3
"kesarmango,citronmelon,rubypomogranates,kamiyapapaya,carrot,sonamasuririce",23,6,0,3
"badmimango,citronmelon,custardapple,guineagoldpapaya,brownonion,greenchilli,redchilli,carrot,capsicum,redbellpepper,yellowbellpepper,brocoli,buffalomilk",24,37,7,0
"badmimango,gigerinemelon,dholkapomogranates,sweetsoursopcustardapple,nendranbanana",21,0,0,0
"dasherimango,watermelon,dholkapomogranates,custardapple,tomatolocal",14,8,0,0
"kashmirapple,brownonion,tomatohybrid,redchilli,yellowbellpepper",6,25,0,0
"dasherimango,badmimango,citronmelon,mammeysapota,dholkapomogranates,custardapple,sweetsoursopcustardapple,hortusgoldpapaya,poovanbanana,shimlaapple,kashmirapple,redonion,tomatolocal,tomatohybrid,cherrietomato,redchilli,capsicum,yellowbellpepper,cowmilk,buffalomilk,sonamasuririce,basmatirice",47,41,13,6
"kesarmango,rasthalibanana,brownonion,tomatolocal,carrot,brocoli,cowmilk",16,23,6,0
"dasherimango,dholkapomogranates,soursopcustardapple,hortusgoldpapaya,galaapple,gaajar,capsicum,redbellpepper,yellowbellpepper,brocoli",17,29,0,0
"dasherimango,badmimango,custardapple,soursopcustardapple,hortusgoldpapaya,tomatohybrid,cherrietomato,carrot,tonedmilk,sonamasuririce",27,22,9,3
"citronmelon,mammeysapota,custardapple,redchilli,carrot,capsicum,buffalomilk,brownrice",9,11,7,7
"kesarmango,blacksapota,hortusgoldpapaya,rasthalibanana,brownonion,springonion,greenchilli,gaajar,cowmilk,sonamasuririce",25,23,6,3
"dholkapomogranates,soursopcustardapple,poovanbanana,nendranbanana,tomatolocal,cherrietomato,carrot,redbellpepper,brocoli,buffalomilk",15,31,7,0
"dasherimango,kesarmango,badmimango,watermelon,custardapple,guineagoldpapaya,hortusgoldpapaya,shimlaapple,kashmirapple,redonion,springonion,tomatolocal,tomatohybrid,greenchilli,redchilli,carrot,brocoli,buffalomilk,sonamasuririce",55,39,7,3
"blacksapota,muskatpomogranates,hortusgoldpapaya,cherrietomato,carrot,yellowbellpepper",10,23,0,0
"redonion,springonion,tomatohybrid,redchilli,gaajar,redbellpepper,brocoli,tonedmilk,sonamasuririce",0,37,9,3
"badmimango,watermelon,greensapota,muskatpomogranates,kamiyapapaya,brownonion,greenchilli,redchilli,carrot,brocoli,tonedmilk,sonamasuririce,basmatirice",20,19,9,6
"watermelon,greensapota,custardapple,kashmirapple,redonion,springonion,tomatolocal,redchilli,carrot,capsicum,tonedmilk,sonamasuririce",18,29,9,3
"dasherimango,badmimango,watermelon,mammeysapota,dholkapomogranates,hortusgoldpapaya,poovanbanana,kashmirapple,buffalomilk,basmatirice",34,0,7,3
"kesarmango,watermelon,rubypomogranates,redchilli,capsicum,redbellpepper,brocoli,cowmilk,tonedmilk,basmatirice",23,14,15,3
"kesarmango,citronmelon,blacksapota,greensapota,muskatpomogranates,sweetsoursopcustardapple,guineagoldpapaya,tomatolocal,tomatohybrid,greenchilli,capsicum,redbellpepper,brownrice",34,27,0,7
"kesarmango,watermelon,gigerinemelon,muskatpomogranates,hortusgoldpapaya,nendranbanana",25,0,0,0
"dasherimango,gigerinemelon,muskatpomogranates,sweetsoursopcustardapple,rasthalibanana,redonion,brownonion,tomatolocal,cherrietomato,greenchilli,redchilli,yellowbellpepper,tonedmilk,basmatirice",22,38,9,3
"tomatohybrid,redchilli,redbellpepper",0,16,0,0
"dasherimango,kesarmango,badmimango,citronmelon,greensapota,dholkapomogranates,muskatpomogranates,kamiyapapaya,poovanbanana,tomatolocal,redchilli,capsicum,brocoli,cowmilk,basmatirice",37,16,6,3
"dasherimango,badmimango,citronmelon,greensapota",19,0,0,0
"kesarmango,watermelon,mammeysapota,shimlaapple,brownonion,tomatolocal,greenchilli,carrot,buffalomilk,sonamasuririce",24,22,7,3
"cowmilk,buffalomilk,sonamasuririce,basmatirice",0,0,13,6
"kesarmango,watermelon,custardapple,kashmirapple,brownonion,tomatolocal,redchilli,carrot,buffalomilk,sonamasuririce",24,22,7,3
"badmimango,watermelon,muskatpomogranates,custardapple,kashmirapple,redonion,tomatolocal,greenchilli,carrot,capsicum,brocoli,buffalomilk,sonamasuririce",25,25,7,3
"dasherimango,badmimango,citronmelon,greensapota,rubypomogranates,custardapple,guineagoldpapaya,rasthalibanana,brownonion,cherrietomato,redbellpepper",47,20,0,0
"badmimango,greensapota,rubypomogranates,poovanbanana,redonion,greenchilli,carrot,yellowbellpepper,cowmilk,sonamasuririce",26,20,6,3
"muskatpomogranates,hortusgoldpapaya,shimlaapple,springonion,greenchilli,yellowbellpepper",11,18,0,0
"badmimango,watermelon,custardapple,poovanbanana,tomatohybrid,gaajar,capsicum,yellowbellpepper,brocoli,cowmilk,sonamasuririce",23,31,6,3
"dasherimango,badmimango,mammeysapota,sweetsoursopcustardapple,poovanbanana,brownonion,cherrietomato,brocoli,tonedmilk,sonamasuririce",23,17,9,3
"kesarmango,watermelon,greensapota,poovanbanana,redonion,tomatolocal,greenchilli,carrot,brocoli,cowmilk,sonamasuririce",22,22,6,3
"dasherimango,dholkapomogranates,soursopcustardapple,hortusgoldpapaya,galaapple,cowmilk,tonedmilk,brownrice",17,0,15,7
"dasherimango,badmimango,citronmelon,greensapota,rubypomogranates,sweetsoursopcustardapple,poovanbanana,nendranbanana",37,0,0,0
"dasherimango,dholkapomogranates,soursopcustardapple,hortusgoldpapaya,galaapple,buffalomilk,brownrice",17,0,7,7
"dasherimango,blacksapota,greensapota,dholkapomogranates,muskatpomogranates,custardapple,soursopcustardapple,guineagoldpapaya,kamiyapapaya,poovanbanana,nendranbanana,kashmirapple,brownonion,springonion,tomatohybrid,carrot,gaajar,yellowbellpepper,buffalomilk,tonedmilk,basmatirice,brownrice",50,44,16,10
"dasherimango,kesarmango,rasthalibanana,nendranbanana,redonion,brownonion,gaajar,cowmilk,basmatirice",21,17,6,3
"dasherimango,watermelon,blacksapota,rubypomogranates,brownonion,springonion,tomatohybrid,greenchilli,capsicum,redbellpepper,buffalomilk,sonamasuririce",25,32,7,3
"dasherimango,badmimango,citronmelon,mammeysapota,dholkapomogranates,custardapple,guineagoldpapaya,poovanbanana,springonion,tomatohybrid,greenchilli,capsicum,buffalomilk,brownrice",36,20,7,7
"dasherimango,kesarmango,watermelon,mammeysapota,rubypomogranates,sweetsoursopcustardapple,hortusgoldpapaya,rasthalibanana,galaapple,redonion,tomatolocal,greenchilli,redchilli,carrot,gaajar,capsicum,tonedmilk,sonamasuririce",43,32,9,3
"brownonion,redchilli,gaajar,capsicum,buffalomilk,sonamasuririce,brownrice",0,19,7,10
